"Date","Make","Quantity","Pct"
2013-06,Renault,44,04
2013-06,Lexus,35,03
2013-06,Land Rover,29,03
2013-06,Alfa Romeo,21,02
2013-06,Porsche,17,02
2013-06,Dacia,12,01
2013-06,Jaguar,4,0
2013-06,Nilsson,4,0
2013-06,Jeep,2,0
2013-06,Ssangyong,1,0
2013-06,Smart,1,0
2013-06,Think,1,0
2013-07,Toyota,1627,144
2013-07,Volkswagen,1556,138
2013-07,Volvo,901,8
2013-07,Ford,825,73
2013-07,Audi,687,61
2013-07,Nissan,648,57
2013-07,Mazda,644,57
2013-07,BMW,513,45
2013-07,Skoda,502,44
2013-07,Mitsubishi,455,4
2013-07,Mercedes-Benz,418,37
2013-07,Kia,413,37
2013-07,Peugeot,361,32
2013-07,Hyundai,344,3
2013-07,Subaru,301,27
2013-07,Opel,220,19
2013-07,Citroen,212,19
2013-07,Honda,121,11
2013-07,Suzuki,114,1
2013-07,Renault,91,08
2013-07,MINI,79,07
2013-07,Chevrolet,54,05
2013-07,Lexus,53,05
2013-07,Fiat,52,05
2013-07,Porsche,43,04
2013-07,Land Rover,26,02
2013-07,Alfa Romeo,18,02
2013-07,Dacia,14,01
2013-07,Jeep,5,0
2013-07,Tesla,5,0
2013-07,Jaguar,3,0
2013-07,Smart,3,0
2013-07,Morgan,2,0
2013-07,Ssangyong,1,0
2013-07,Aston Martin,1,0
2013-08,Toyota,1666,143
2013-08,Volkswagen,1551,133
2013-08,Ford,897,77
2013-08,Nissan,725,62
2013-08,Audi,645,55
2013-08,Mazda,628,54
2013-08,BMW,620,53
2013-08,Volvo,581,5
2013-08,Peugeot,563,48
2013-08,Skoda,543,47
2013-08,Mercedes-Benz,513,44
2013-08,Kia,402,34
2013-08,Mitsubishi,387,33
2013-08,Hyundai,343,29
2013-08,Opel,238,2
2013-08,Subaru,208,18
2013-08,Tesla,185,16
2013-08,Honda,182,16
2013-08,Citroen,165,14
2013-08,Suzuki,122,1
2013-08,Renault,119,1
2013-08,MINI,88,08
2013-08,Lexus,69,06
2013-08,Chevrolet,64,05
2013-08,Fiat,51,04
2013-08,Porsche,34,03
2013-08,Land Rover,28,02
2013-08,Alfa Romeo,21,02
2013-08,Dacia,13,01
2013-08,Jeep,4,0
2013-08,Jaguar,3,0
2013-08,Smart,1,0
2013-08,Ssangyong,1,0
2013-09,Toyota,1548,127
2013-09,Volkswagen,1512,124
2013-09,Volvo,1098,9
2013-09,Ford,733,6
2013-09,BMW,681,56
2013-09,Skoda,679,56
2013-09,Tesla,616,51
2013-09,Nissan,615,51
2013-09,Mazda,584,48
2013-09,Audi,554,46
2013-09,Kia,480,39
2013-09,Mitsubishi,418,34
2013-09,Mercedes-Benz,415,34
2013-09,Peugeot,402,33
2013-09,Hyundai,337,28
2013-09,Subaru,265,22
2013-09,Opel,250,21
2013-09,Suzuki,199,16
2013-09,Honda,196,16
2013-09,Citroen,181,15
2013-09,Land Rover,73,06
2013-09,MINI,68,06
2013-09,Renault,62,05
2013-09,Chevrolet,60,05
2013-09,Lexus,47,04
2013-09,Fiat,42,03
2013-09,Porsche,17,01
2013-09,Alfa Romeo,11,01
2013-09,Dacia,10,01
2013-09,Smart,5,0
2013-09,Jeep,4,0
2013-09,Mia,2,0
2013-09,Jaguar,1,0
2013-09,Ssangyong,1,0
2013-09,Tazzari,1,0
2013-09,NA,1,0
2013-10,Toyota,1890,147
2013-10,Volkswagen,1550,12
2013-10,Volvo,1147,89
2013-10,Nissan,1075,83
2013-10,Ford,864,67
2013-10,Skoda,773,6
2013-10,Audi,664,52
2013-10,BMW,579,45
2013-10,Peugeot,463,36
2013-10,Kia,459,36
2013-10,Mazda,449,35
2013-10,Mercedes-Benz,444,34
2013-10,Mitsubishi,401,31
2013-10,Suzuki,380,29
2013-10,Hyundai,303,24
2013-10,Subaru,285,22
2013-10,Opel,202,16
2013-10,Citroen,180,14
2013-10,Honda,171,13
2013-10,MINI,120,09
2013-10,Renault,109,08
2013-10,Tesla,98,08
2013-10,Lexus,68,05
2013-10,Chevrolet,55,04
2013-10,Land Rover,53,04
2013-10,Fiat,35,03
2013-10,Porsche,20,02
2013-10,Alfa Romeo,17,01
2013-10,Jeep,13,01
2013-10,Dacia,10,01
2013-10,Jaguar,8,01
2013-10,Smart,4,0
2013-10,Ssangyong,3,0
2013-10,Bentley,1,0
2013-11,Volkswagen,1735,144
2013-11,Toyota,1454,12
2013-11,Volvo,1053,87
2013-11,Skoda,789,65
2013-11,Ford,733,61
2013-11,Nissan,729,6
2013-11,BMW,586,49
2013-11,Tesla,527,44
2013-11,Audi,495,41
2013-11,Mercedes-Benz,494,41
2013-11,Kia,478,4
2013-11,Mazda,455,38
2013-11,Peugeot,436,36
2013-11,Mitsubishi,378,31
2013-11,Suzuki,272,23
2013-11,Subaru,236,2
2013-11,Hyundai,211,17
2013-11,Opel,208,17
2013-11,Honda,189,16
2013-11,Citroen,181,15
2013-11,MINI,108,09
2013-11,Renault,93,08
2013-11,Lexus,54,04
2013-11,Land Rover,52,04
2013-11,Chevrolet,48,04
2013-11,Fiat,36,03
2013-11,Porsche,18,01
2013-11,Jeep,12,01
2013-11,Alfa Romeo,6,0
2013-11,Dacia,5,0
2013-11,Think,4,0
2013-11,Jaguar,1,0
2013-11,Ssangyong,1,0
2013-11,Maserati,1,0
2013-11,Seat,1,0
2013-12,Volvo,1884,165
2013-12,Volkswagen,1481,13
2013-12,Toyota,906,8
2013-12,Skoda,786,69
2013-12,Ford,756,66
2013-12,Mercedes-Benz,663,58
2013-12,Tesla,553,49
2013-12,Nissan,512,45
2013-12,Audi,475,42
2013-12,BMW,437,38
2013-12,Mitsubishi,376,33
2013-12,Kia,376,33
2013-12,Opel,334,29
2013-12,Mazda,288,25
2013-12,Suzuki,270,24
2013-12,Peugeot,251,22
2013-12,Subaru,240,21
2013-12,Honda,221,19
2013-12,Hyundai,142,12
2013-12,Citroen,134,12
2013-12,Renault,73,06
2013-12,MINI,57,05
2013-12,Land Rover,56,05
2013-12,Fiat,36,03
2013-12,Chevrolet,32,03
2013-12,Dacia,16,01
2013-12,Lexus,13,01
2013-12,Porsche,9,01
2013-12,Jeep,6,01
2013-12,Alfa Romeo,5,0
2013-12,Smart,3,0
2013-12,Jaguar,2,0
2013-12,Ssangyong,1,0
2013-12,Binz,1,0
2014-01,Toyota,1501,132
2014-01,Volkswagen,1360,119
2014-01,BMW,919,81
2014-01,Nissan,872,77
2014-01,Peugeot,661,58
2014-01,Volvo,654,57
2014-01,Audi,633,56
2014-01,Mazda,610,54
2014-01,Ford,601,53
2014-01,Mercedes-Benz,531,47
2014-01,Skoda,521,46
2014-01,Suzuki,401,35
2014-01,Mitsubishi,389,34
2014-01,Opel,263,23
2014-01,Kia,236,21
2014-01,Hyundai,217,19
2014-01,Citroen,187,16
2014-01,Subaru,187,16
2014-01,Tesla,132,12
2014-01,Honda,91,08
2014-01,Land Rover,79,07
2014-01,Renault,74,06
2014-01,Lexus,66,06
2014-01,MINI,66,06
2014-01,Chevrolet,47,04
2014-01,Fiat,31,03
2014-01,Porsche,26,02
2014-01,Jaguar,9,01
2014-01,Dacia,7,01
2014-01,Jeep,7,01
2014-01,Alfa Romeo,5,0
2014-01,Smart,2,0
2014-02,Volkswagen,1379,123
2014-02,Toyota,1352,12
2014-02,BMW,896,8
2014-02,Nissan,861,77
2014-02,Volvo,723,64
2014-02,Peugeot,608,54
2014-02,Skoda,566,5
2014-02,Audi,543,48
2014-02,Ford,524,47
2014-02,Mercedes-Benz,495,44
2014-02,Mitsubishi,451,4
2014-02,Tesla,431,38
2014-02,Mazda,372,33
2014-02,Kia,335,3
2014-02,Opel,293,26
2014-02,Suzuki,288,26
2014-02,Hyundai,211,19
2014-02,Subaru,200,18
2014-02,Honda,175,16
2014-02,Citroen,168,15
2014-02,Land Rover,68,06
2014-02,Chevrolet,60,05
2014-02,Renault,59,05
2014-02,MINI,58,05
2014-02,Lexus,47,04
2014-02,Fiat,29,03
2014-02,Porsche,16,01
2014-02,Dacia,11,01
2014-02,Jeep,8,01
2014-02,Jaguar,6,01
2014-02,Alfa Romeo,5,0
2014-02,Nilsson,4,0
2014-02,Smart,2,0
2014-02,Maserati,2,0
2014-03,Volkswagen,1722,124
2014-03,Tesla,1493,108
2014-03,Toyota,1441,104
2014-03,BMW,1016,73
2014-03,Nissan,924,67
2014-03,Volvo,915,66
2014-03,Ford,700,51
2014-03,Audi,570,41
2014-03,Mitsubishi,560,4
2014-03,Mazda,555,4
2014-03,Skoda,543,39
2014-03,Mercedes-Benz,523,38
2014-03,Peugeot,490,35
2014-03,Opel,334,24
2014-03,Kia,307,22
2014-03,Citroen,270,19
2014-03,Renault,240,17
2014-03,Suzuki,238,17
2014-03,Subaru,236,17
2014-03,Honda,236,17
2014-03,Hyundai,195,14
2014-03,Land Rover,92,07
2014-03,MINI,79,06
2014-03,Chevrolet,49,04
2014-03,Fiat,38,03
2014-03,Lexus,35,03
2014-03,Dacia,23,02
2014-03,Porsche,17,01
2014-03,Alfa Romeo,11,01
2014-03,Jaguar,4,0
2014-03,Jeep,4,0
2014-03,Maserati,1,0
2014-04,Volkswagen,1893,156
2014-04,Toyota,1229,101
2014-04,BMW,946,78
2014-04,Nissan,859,71
2014-04,Volvo,816,67
2014-04,Ford,803,66
2014-04,Audi,704,58
2014-04,Skoda,672,55
2014-04,Mercedes-Benz,546,45
2014-04,Peugeot,531,44
2014-04,Mitsubishi,498,41
2014-04,Mazda,390,32
2014-04,Kia,384,32
2014-04,Suzuki,237,2
2014-04,Opel,227,19
2014-04,Subaru,213,18
2014-04,Hyundai,200,17
2014-04,Honda,188,16
2014-04,Tesla,171,14
2014-04,Citroen,164,14
2014-04,Renault,144,12
2014-04,MINI,82,07
2014-04,Porsche,45,04
2014-04,Land Rover,43,04
2014-04,Lexus,43,04
2014-04,Fiat,36,03
2014-04,Chevrolet,25,02
2014-04,Dacia,11,01
2014-04,Alfa Romeo,6,0
2014-04,Jeep,6,0
2014-04,Jaguar,3,0
2014-05,Volkswagen,1716,139
2014-05,Toyota,1458,118
2014-05,Volvo,859,7
2014-05,Nissan,766,62
2014-05,BMW,733,59
2014-05,Audi,721,58
2014-05,Skoda,692,56
2014-05,Ford,626,51
2014-05,Mazda,575,47
2014-05,Mercedes-Benz,555,45
2014-05,Peugeot,474,38
2014-05,Mitsubishi,440,36
2014-05,Kia,426,35
2014-05,Tesla,373,3
2014-05,Citroen,288,23
2014-05,Opel,275,22
2014-05,Hyundai,270,22
2014-05,Honda,235,19
2014-05,Suzuki,230,19
2014-05,Subaru,159,13
2014-05,Renault,116,09
2014-05,MINI,72,06
2014-05,Lexus,57,05
2014-05,Porsche,56,05
2014-05,Fiat,50,04
2014-05,Land Rover,33,03
2014-05,Chevrolet,29,02
2014-05,Dacia,18,01
2014-05,Jeep,13,01
2014-05,Alfa Romeo,8,01
2014-05,Nilsson,5,0
2014-05,Jaguar,4,0
2014-05,Maserati,2,0
2014-05,Smart,1,0
2014-05,Cadillac,1,0
2014-05,Morgan,1,0
2014-06,Volkswagen,1620,142
2014-06,Toyota,1306,114
2014-06,Volvo,852,74
2014-06,Ford,787,69
2014-06,BMW,644,56
2014-06,Nissan,586,51
2014-06,Skoda,577,5
2014-06,Audi,548,48
2014-06,Tesla,536,47
2014-06,Peugeot,515,45
2014-06,Mazda,491,43
2014-06,Mercedes-Benz,450,39
2014-06,Mitsubishi,399,35
2014-06,Kia,375,33
2014-06,Citroen,303,26
2014-06,Opel,241,21
2014-06,Honda,229,2
2014-06,Hyundai,223,19
2014-06,Suzuki,167,15
2014-06,Subaru,147,13
2014-06,Renault,120,1
2014-06,MINI,78,07
2014-06,Porsche,49,04
2014-06,Lexus,39,03
2014-06,Jeep,39,03
2014-06,Land Rover,35,03
2014-06,Fiat,35,03
2014-06,Chevrolet,29,03
2014-06,Dacia,10,01
2014-06,Alfa Romeo,4,0
2014-06,Maserati,3,0
2014-06,Jaguar,2,0
2014-06,Smart,1,0
2014-06,Iveco,1,0
2014-07,Volkswagen,2197,188
2014-07,Toyota,1270,109
2014-07,Volvo,930,8
2014-07,Nissan,677,58
2014-07,BMW,670,57
2014-07,Ford,645,55
2014-07,Skoda,632,54
2014-07,Audi,609,52
2014-07,Mazda,565,48
2014-07,Mercedes-Benz,542,46
2014-07,Mitsubishi,438,37
2014-07,Peugeot,432,37
2014-07,Kia,397,34
2014-07,Opel,239,2
2014-07,Suzuki,219,19
2014-07,Citroen,195,17
2014-07,Subaru,177,15
2014-07,Hyundai,159,14
2014-07,Honda,138,12
2014-07,Renault,130,11
2014-07,Tesla,114,1
2014-07,MINI,79,07
2014-07,Lexus,43,04
2014-07,Chevrolet,37,03
2014-07,Porsche,34,03
2014-07,Land Rover,29,02
2014-07,Fiat,29,02
2014-07,Jeep,29,02
2014-07,Dacia,14,01
2014-07,Alfa Romeo,12,01
2014-07,Jaguar,3,0
2014-07,Maserati,2,0
2014-07,Tazzari,2,0
2014-07,Smart,1,0
2014-07,Ferrari,1,0
2014-08,Volkswagen,2065,18
2014-08,Toyota,1233,108
2014-08,BMW,816,71
2014-08,Nissan,750,66
2014-08,Skoda,653,57
2014-08,Peugeot,642,56
2014-08,Volvo,614,54
2014-08,Ford,604,53
2014-08,Mazda,600,52
2014-08,Audi,575,5
2014-08,Mitsubishi,457,4
2014-08,Mercedes-Benz,438,38
2014-08,Kia,291,25
2014-08,Citroen,232,2
2014-08,Suzuki,193,17
2014-08,Subaru,186,16
2014-08,Opel,184,16
2014-08,Tesla,183,16
2014-08,Hyundai,143,12
2014-08,Honda,142,12
2014-08,Renault,122,11
2014-08,MINI,82,07
2014-08,Lexus,53,05
2014-08,Land Rover,36,03
2014-08,Fiat,36,03
2014-08,Porsche,29,03
2014-08,Chevrolet,26,02
2014-08,Jeep,25,02
2014-08,Alfa Romeo,15,01
2014-08,Dacia,8,01
2014-08,Jaguar,5,0
2014-08,Maserati,3,0
2014-08,Smart,2,0
2014-08,Morgan,1,0
2014-09,Volkswagen,1707,147
2014-09,Toyota,1463,126
2014-09,Volvo,901,78
2014-09,Nissan,709,61
2014-09,BMW,670,58
2014-09,Ford,597,52
2014-09,Mazda,593,51
2014-09,Peugeot,568,49
2014-09,Skoda,554,48
2014-09,Mercedes-Benz,500,43
2014-09,Mitsubishi,486,42
2014-09,Audi,448,39
2014-09,Kia,448,39
2014-09,Subaru,287,25
2014-09,Opel,260,22
2014-09,Suzuki,259,22
2014-09,Hyundai,211,18
2014-09,Honda,191,16
2014-09,Citroen,173,15
2014-09,Renault,119,1
2014-09,Tesla,104,09
2014-09,MINI,98,08
2014-09,Lexus,92,08
2014-09,Chevrolet,41,04
2014-09,Land Rover,26,02
2014-09,Porsche,23,02
2014-09,Fiat,19,02
2014-09,Jeep,17,01
2014-09,Alfa Romeo,8,01
2014-09,Dacia,7,01
2014-09,Jaguar,4,0
2014-09,Iveco,1,0
2014-09,Ssangyong,1,0
2014-10,Volkswagen,2061,159
2014-10,Toyota,1451,112
2014-10,Volvo,1039,8
2014-10,Nissan,867,67
2014-10,Skoda,790,61
2014-10,BMW,778,6
2014-10,Ford,691,53
2014-10,Mercedes-Benz,622,48
2014-10,Audi,606,47
2014-10,Peugeot,601,46
2014-10,Mazda,525,4
2014-10,Mitsubishi,452,35
2014-10,Kia,408,31
2014-10,Citroen,347,27
2014-10,Suzuki,273,21
2014-10,Subaru,262,2
2014-10,Opel,258,2
2014-10,Renault,195,15
2014-10,Honda,181,14
2014-10,Hyundai,150,12
2014-10,Lexus,123,09
2014-10,MINI,92,07
2014-10,Porsche,42,03
2014-10,Tesla,36,03
2014-10,Fiat,26,02
2014-10,Land Rover,25,02
2014-10,Jeep,19,01
2014-10,Chevrolet,15,01
2014-10,Dacia,11,01
2014-10,Alfa Romeo,7,01
2014-10,Jaguar,3,0
2014-10,Maserati,3,0
2014-10,Smart,1,0
2014-10,Cadillac,1,0
2014-10,Ferrari,1,0
2014-10,Ssangyong,1,0
2014-11,Volkswagen,1920,167
2014-11,Toyota,1241,108
2014-11,Volvo,950,83
2014-11,BMW,710,62
2014-11,Nissan,687,6
2014-11,Mercedes-Benz,639,56
2014-11,Skoda,585,51
2014-11,Ford,562,49
2014-11,Mazda,533,46
2014-11,Audi,516,45
2014-11,Peugeot,506,44
2014-11,Kia,443,39
2014-11,Mitsubishi,351,31
2014-11,Citroen,215,19
2014-11,Subaru,207,18
2014-11,Tesla,202,18
2014-11,Suzuki,200,17
2014-11,Opel,182,16
2014-11,Honda,162,14
2014-11,Renault,153,13
2014-11,Lexus,135,12
2014-11,Hyundai,131,11
2014-11,MINI,84,07
2014-11,Land Rover,53,05
2014-11,Porsche,31,03
2014-11,Fiat,26,02
2014-11,Dacia,24,02
2014-11,Jeep,14,01
2014-11,Chevrolet,13,01
2014-11,Jaguar,4,0
2014-11,Nilsson,4,0
2014-11,Alfa Romeo,2,0
2014-11,Maserati,1,0
2014-12,Volvo,2072,164
2014-12,Volkswagen,2019,16
2014-12,Toyota,1055,83
2014-12,BMW,804,64
2014-12,Mercedes-Benz,762,6
2014-12,Ford,681,54
2014-12,Skoda,666,53
2014-12,Nissan,634,5
2014-12,Audi,604,48
2014-12,Peugeot,527,42
2014-12,Kia,359,28
2014-12,Mitsubishi,317,25
2014-12,Mazda,310,25
2014-12,Tesla,267,21
2014-12,Subaru,217,17
2014-12,Citroen,209,17
2014-12,Opel,191,15
2014-12,Renault,161,13
2014-12,Honda,159,13
2014-12,Suzuki,143,11
2014-12,Hyundai,133,11
2014-12,MINI,70,06
2014-12,Lexus,59,05
2014-12,Land Rover,59,05
2014-12,Chevrolet,54,04
2014-12,Porsche,49,04
2014-12,Jeep,27,02
2014-12,Fiat,26,02
2014-12,Dacia,9,01
2014-12,Jaguar,2,0
2014-12,Maserati,2,0
2014-12,Alfa Romeo,1,0
2014-12,Nilsson,1,0
2015-01,Volkswagen,2057,195
2015-01,Toyota,1372,13
2015-01,Nissan,848,81
2015-01,BMW,649,62
2015-01,Ford,593,56
2015-01,Mercedes-Benz,543,52
2015-01,Mitsubishi,502,48
2015-01,Skoda,473,45
2015-01,Mazda,393,37
2015-01,Peugeot,373,35
2015-01,Volvo,321,31
2015-01,Kia,315,3
2015-01,Audi,302,29
2015-01,Suzuki,284,27
2015-01,Hyundai,283,27
2015-01,Opel,273,26
2015-01,Citroen,202,19
2015-01,Lexus,137,13
2015-01,Renault,127,12
2015-01,Honda,118,11
2015-01,Subaru,95,09
2015-01,Tesla,71,07
2015-01,MINI,62,06
2015-01,Land Rover,32,03
2015-01,Porsche,28,03
2015-01,Jeep,25,02
2015-01,Fiat,15,01
2015-01,Dacia,13,01
2015-01,Alfa Romeo,9,01
2015-01,Jaguar,8,01
2015-02,Volkswagen,1895,177
2015-02,Toyota,1436,134
2015-02,Nissan,761,71
2015-02,Ford,666,62
2015-02,BMW,636,6
2015-02,Skoda,539,5
2015-02,Mercedes-Benz,537,5
2015-02,Audi,474,44
2015-02,Volvo,438,41
2015-02,Peugeot,401,38
2015-02,Mazda,357,33
2015-02,Tesla,321,3
2015-02,Kia,315,29
2015-02,Mitsubishi,302,28
2015-02,Suzuki,249,23
2015-02,Opel,241,23
2015-02,Subaru,224,21
2015-02,Honda,163,15
2015-02,Hyundai,148,14
2015-02,Renault,147,14
2015-02,Citroen,112,1
2015-02,Lexus,106,1
2015-02,MINI,57,05
2015-02,Land Rover,44,04
2015-02,Porsche,37,03
2015-02,Dacia,22,02
2015-02,Jeep,19,02
2015-02,Polaris,19,02
2015-02,Fiat,13,01
2015-02,Smart,3,0
2015-02,Jaguar,2,0
2015-02,Alfa Romeo,1,0
2015-03,Volkswagen,2274,161
2015-03,Toyota,1509,107
2015-03,Tesla,1140,81
2015-03,Nissan,1057,75
2015-03,Volvo,875,62
2015-03,Ford,829,59
2015-03,BMW,785,55
2015-03,Skoda,679,48
2015-03,Audi,598,42
2015-03,Peugeot,525,37
2015-03,Mercedes-Benz,492,35
2015-03,Mazda,390,28
2015-03,Kia,376,27
2015-03,Mitsubishi,374,26
2015-03,Opel,344,24
2015-03,Suzuki,311,22
2015-03,Renault,296,21
2015-03,Subaru,294,21
2015-03,Honda,271,19
2015-03,Hyundai,202,14
2015-03,Citroen,186,13
2015-03,Lexus,97,07
2015-03,Land Rover,79,06
2015-03,MINI,72,05
2015-03,Porsche,28,02
2015-03,Dacia,23,02
2015-03,Fiat,22,02
2015-03,Jeep,19,01
2015-03,Alfa Romeo,3,0
2015-03,Smart,3,0
2015-03,Chevrolet,2,0
2015-03,Maserati,2,0
2015-03,Jaguar,1,0
2015-03,Ferrari,1,0
2015-04,Volkswagen,2667,209
2015-04,Toyota,1274,10
2015-04,BMW,733,57
2015-04,Volvo,729,57
2015-04,Skoda,725,57
2015-04,Audi,665,52
2015-04,Mercedes-Benz,646,51
2015-04,Ford,634,5
2015-04,Mazda,558,44
2015-04,Nissan,543,42
2015-04,Peugeot,541,42
2015-04,Mitsubishi,418,33
2015-04,Subaru,365,29
2015-04,Kia,354,28
2015-04,Citroen,305,24
2015-04,Opel,259,2
2015-04,Tesla,230,18
2015-04,Renault,215,17
2015-04,Suzuki,214,17
2015-04,Hyundai,212,17
2015-04,Honda,147,12
2015-04,MINI,92,07
2015-04,Lexus,73,06
2015-04,Land Rover,56,04
2015-04,Porsche,39,03
2015-04,Fiat,25,02
2015-04,Jeep,24,02
2015-04,Dacia,17,01
2015-04,Smart,6,0
2015-04,Nilsson,5,0
2015-04,Jaguar,4,0
2015-04,Alfa Romeo,3,0
2015-04,Aston Martin,2,0
2015-04,Chevrolet US,1,0
2015-04,Lexus,1,0
2015-05,Volkswagen,2076,172
2015-05,Toyota,1159,96
2015-05,Volvo,942,78
2015-05,Ford,747,62
2015-05,BMW,693,58
2015-05,Mercedes-Benz,679,56
2015-05,Skoda,585,49
2015-05,Audi,585,49
2015-05,Mitsubishi,577,48
2015-05,Nissan,514,43
2015-05,Mazda,508,42
2015-05,Peugeot,490,41
2015-05,Kia,390,32
2015-05,Tesla,346,29
2015-05,Subaru,319,27
2015-05,Opel,275,23
2015-05,Suzuki,253,21
2015-05,Renault,158,13
2015-05,Citroen,153,13
2015-05,Honda,143,12
2015-05,Hyundai,123,1
2015-05,Lexus,76,06
2015-05,MINI,63,05
2015-05,Land Rover,51,04
2015-05,Fiat,34,03
2015-05,Porsche,30,02
2015-05,Smart,26,02
2015-05,Jeep,24,02
2015-05,Jaguar,6,0
2015-05,Dacia,3,0
2015-05,Alfa Romeo,3,0
2015-05,Aston Martin,2,0
2015-05,Chevrolet US,1,0
2015-05,Lancia,1,0
2015-05,Morgan,1,0
2015-06,Volkswagen,2501,176
2015-06,Toyota,1409,99
2015-06,Volvo,1099,77
2015-06,BMW,849,6
2015-06,Nissan,692,49
2015-06,Ford,670,47
2015-06,Skoda,645,45
2015-06,Audi,640,45
2015-06,Mitsubishi,640,45
2015-06,Mazda,635,45
2015-06,Mercedes-Benz,618,43
2015-06,Tesla,566,4
2015-06,Renault,496,35
2015-06,Peugeot,472,33
2015-06,Kia,419,29
2015-06,Subaru,316,22
2015-06,Opel,290,2
2015-06,Hyundai,237,17
2015-06,Honda,234,16
2015-06,Suzuki,228,16
2015-06,Citroen,198,14
2015-06,Lexus,109,08
2015-06,MINI,65,05
2015-06,Land Rover,44,03
2015-06,Porsche,38,03
2015-06,Fiat,22,02
2015-06,Jeep,19,01
2015-06,Jaguar,18,01
2015-06,Smart,16,01
2015-06,Dacia,14,01
2015-06,Alfa Romeo,3,0
2015-06,Nilsson,2,0
2015-06,Lancia,1,0
2015-06,Seat,1,0
2015-06,Ssangyong,1,0
2015-07,Volkswagen,2415,195
2015-07,Toyota,1458,118
2015-07,Volvo,826,67
2015-07,Nissan,759,61
2015-07,Audi,754,61
2015-07,Mercedes-Benz,695,56
2015-07,Ford,642,52
2015-07,Skoda,627,51
2015-07,BMW,617,5
2015-07,Mazda,598,48
2015-07,Peugeot,477,38
2015-07,Kia,377,3
2015-07,Subaru,328,26
2015-07,Mitsubishi,290,23
2015-07,Opel,235,19
2015-07,Tesla,222,18
2015-07,Suzuki,203,16
2015-07,Hyundai,181,15
2015-07,Renault,136,11
2015-07,Citroen,133,11
2015-07,MINI,102,08
2015-07,Lexus,99,08
2015-07,Honda,89,07
2015-07,Porsche,34,03
2015-07,Land Rover,25,02
2015-07,Jeep,20,02
2015-07,Fiat,18,01
2015-07,Alfa Romeo,9,01
2015-07,Smart,8,01
2015-07,Jaguar,8,01
2015-07,Dacia,7,01
2015-07,Cadillac,1,0
2015-07,Lotus,1,0
2015-08,Volkswagen,2254,179
2015-08,Toyota,1461,116
2015-08,Ford,866,69
2015-08,BMW,860,68
2015-08,Nissan,722,57
2015-08,Skoda,666,53
2015-08,Mercedes-Benz,659,52
2015-08,Mazda,620,49
2015-08,Audi,541,43
2015-08,Peugeot,531,42
2015-08,Volvo,518,41
2015-08,Kia,505,4
2015-08,Subaru,338,27
2015-08,Suzuki,332,26
2015-08,Opel,287,23
2015-08,Mitsubishi,284,23
2015-08,Tesla,220,17
2015-08,Hyundai,199,16
2015-08,Honda,151,12
2015-08,Renault,133,11
2015-08,Citroen,115,09
2015-08,Lexus,105,08
2015-08,MINI,71,06
2015-08,Land Rover,44,03
2015-08,Porsche,36,03
2015-08,Jeep,29,02
2015-08,Fiat,22,02
2015-08,Jaguar,11,01
2015-08,Dacia,10,01
2015-08,Smart,7,01
2015-08,Alfa Romeo,4,0
2015-08,Maserati,1,0
2015-08,Seat,1,0
2015-08,Ssangyong,1,0
2015-09,Volkswagen,1768,142
2015-09,Toyota,1527,123
2015-09,Nissan,977,79
2015-09,Volvo,827,67
2015-09,BMW,777,63
2015-09,Mazda,679,55
2015-09,Mercedes-Benz,677,55
2015-09,Ford,648,52
2015-09,Skoda,548,44
2015-09,Audi,494,4
2015-09,Peugeot,439,35
2015-09,Mitsubishi,437,35
2015-09,Kia,384,31
2015-09,Suzuki,311,25
2015-09,Subaru,301,24
2015-09,Hyundai,300,24
2015-09,Opel,259,21
2015-09,Renault,240,19
2015-09,Honda,212,17
2015-09,Citroen,149,12
2015-09,Tesla,127,1
2015-09,Lexus,92,07
2015-09,MINI,82,07
2015-09,Land Rover,50,04
2015-09,Porsche,28,02
2015-09,Fiat,20,02
2015-09,Smart,17,01
2015-09,Jeep,15,01
2015-09,Jaguar,14,01
2015-09,Dacia,12,01
2015-09,Alfa Romeo,5,0
2015-09,Nilsson,4,0
2015-09,Chevrolet,1,0
2015-10,Volkswagen,2210,167
2015-10,Toyota,1443,109
2015-10,BMW,1010,77
2015-10,Volvo,954,72
2015-10,Nissan,759,58
2015-10,Skoda,717,54
2015-10,Ford,706,53
2015-10,Mazda,635,48
2015-10,Mitsubishi,614,47
2015-10,Mercedes-Benz,566,43
2015-10,Audi,549,42
2015-10,Peugeot,475,36
2015-10,Kia,363,28
2015-10,Suzuki,299,23
2015-10,Subaru,296,22
2015-10,Opel,258,2
2015-10,Renault,253,19
2015-10,Citroen,216,16
2015-10,Honda,206,16
2015-10,Tesla,198,15
2015-10,Hyundai,177,13
2015-10,Lexus,70,05
2015-10,MINI,58,04
2015-10,Land Rover,49,04
2015-10,Porsche,49,04
2015-10,Fiat,17,01
2015-10,Jaguar,16,01
2015-10,Jeep,14,01
2015-10,Dacia,8,01
2015-10,Smart,8,01
2015-10,Ssangyong,2,0
2015-10,Chevrolet US,1,0
2015-10,Iveco,1,0
2015-11,Volkswagen,2346,186
2015-11,Toyota,1102,87
2015-11,Volvo,937,74
2015-11,BMW,934,74
2015-11,Ford,724,57
2015-11,Mazda,713,57
2015-11,Mercedes-Benz,694,55
2015-11,Mitsubishi,679,54
2015-11,Skoda,642,51
2015-11,Audi,592,47
